VehicleId,LoadCap,FuelCap,RouteSequence,Municipalities,DemandSatisfied,InitialLoad,InitialFuel,Distance,Time,TotalCost
CAMO01,130,200.0,D1-C6-C18-D1,0,0.00-0.00-0.00-0.00,130.0,200.0,20.679082132072917,1240.7449279243751,343272.7633924105
CAMO02,140,200.0,D1-C5-C8-D1,0,0.00-0.00-0.00-0.00,140.0,200.0,22.100103888904012,1326.0062333342407,366861.7245558066
CAMO03,120,200.0,D1-C15-C1-C24-C16-C10-C4-C22-C13-D1,0,0.00-0.00-0.00-0.00-0.00-0.00-0.00-0.00-0.00-0.00,120.0,200.0,49.5341702691868,2972.050216151208,822267.2264685008
CAMO04,100,200.0,D1-C11-C9-C17-D1,0,0.00-0.00-0.00-0.00-0.00,100.0,200.0,38.20129992205122,2292.077995323073,634141.5787060502
CAMO05,70,200.0,D1-C19-C7-C21-D1,0,0.00-0.00-0.00-0.00-0.00,70.0,200.0,35.18628926812412,2111.177356087447,584092.4018508603
CAMO06,55,200.0,D1-C12-C20-D1,0,0.00-0.00-0.00-0.00,55.0,200.0,11.971725068868457,718.3035041321074,198730.6361432164
CAMO07,110,200.0,D1-C23-C14-D1,0,0.00-0.00-0.00-0.00,110.0,200.0,9.170683976160653,550.2410385696392,152233.35400426685
CAMO08,114,200.0,D1-C3-C2-D1,0,0.00-0.00-0.00-0.00,114.0,200.0,21.241195101703084,1274.4717061021852,352603.8386882712
